time,price
2025-09-19 08:31:02,0.87
2025-09-19 08:31:03,0.8710589539751628
2025-09-19 08:31:04,0.871946469252546
2025-09-19 08:31:05,0.872291767929512
2025-09-19 08:31:06,0.8726774820013328
2025-09-19 08:31:07,0.8718140643091414
2025-09-19 08:31:08,0.871351259070727
2025-09-19 08:31:09,0.8712904734815908
2025-09-19 08:31:10,0.8719764284502279
2025-09-19 08:31:11,0.8706377057021448
2025-09-19 08:31:12,0.8721207400288615
2025-09-19 08:31:13,0.8725104674620268
2025-09-19 08:31:14,0.8723070068435117
2025-09-19 08:31:15,0.8730914804256568
2025-09-19 08:31:16,0.8743937122137211
2025-09-19 08:31:17,0.8737904836547715
2025-09-19 08:31:18,0.8734721473656234
2025-09-19 08:31:19,0.8748079952329958
2025-09-19 08:31:20,0.8725929396926981
2025-09-19 08:31:21,0.8720214019649649
2025-09-19 08:31:22,0.8720535637432169
2025-09-19 08:31:23,0.8717382044110458
2025-09-19 08:31:24,0.8726573306695504
2025-09-19 08:31:25,0.8711342666407597
2025-09-19 08:31:26,0.8719650514091533
2025-09-19 08:31:27,0.8711524775897015
2025-09-19 08:31:28,0.8719309354095546
2025-09-19 08:31:29,0.872080864306772
2025-09-19 08:31:30,0.8728129108522802
2025-09-19 08:31:31,0.8719920874728321
2025-09-19 08:31:32,0.8737280999252899
2025-09-19 08:31:33,0.8716345254623794
2025-09-19 08:31:34,0.8714896307939713
2025-09-19 08:31:35,0.8710854086165501
2025-09-19 08:31:36,0.870965154153844
2025-09-19 08:31:37,0.8708762019896434
2025-09-19 08:31:38,0.8711403193501631
2025-09-19 08:31:39,0.8703069463996772
2025-09-19 08:31:40,0.8705613324001272
2025-09-19 08:31:41,0.8707872573748351
2025-09-19 08:31:42,0.8719506242058567
2025-09-19 08:31:43,0.8721833816109428
2025-09-19 08:31:44,0.8741365253321896
2025-09-19 08:31:45,0.8736448736400733
2025-09-19 08:31:46,0.8744945153927949
2025-09-19 08:31:47,0.8754568137399978
2025-09-19 08:31:48,0.8744857172182695
2025-09-19 08:31:49,0.8749522244790403
2025-09-19 08:31:50,0.8743933042718234
2025-09-19 08:31:51,0.8750994157502994
2025-09-19 08:31:52,0.8749473481733995
2025-09-19 08:31:53,0.8751309043896716
2025-09-19 08:31:54,0.8761066715800678
2025-09-19 08:31:55,0.8755946235321284
2025-09-19 08:31:56,0.8742357991978283
2025-09-19 08:31:57,0.8744349995302778
2025-09-19 08:31:58,0.8742885904805797
2025-09-19 08:31:59,0.876427310460563
2025-09-19 08:32:00,0.8743391558576892
2025-09-19 08:32:01,0.8737805349952072
2025-09-19 08:32:02,0.8749528217804341
2025-09-19 08:32:03,0.8751491451314529
2025-09-19 08:32:04,0.8758568214966238
2025-09-19 08:32:05,0.8766654002668943
2025-09-19 08:32:06,0.8753285449646215
2025-09-19 08:32:07,0.8750748805348226
2025-09-19 08:32:08,0.8755024201214618
2025-09-19 08:32:09,0.8766068174642866
2025-09-19 08:32:10,0.8769353456182758
2025-09-19 08:32:11,0.8763901056140567
2025-09-19 08:32:12,0.8765065355068874
2025-09-19 08:32:13,0.8766691956884792
2025-09-19 08:32:14,0.8762716832207795
2025-09-19 08:32:15,0.8773516760319955
2025-09-19 08:32:16,0.8769721326472095
2025-09-19 08:32:17,0.8769823732807702
2025-09-19 08:32:18,0.8768926804895122
2025-09-19 08:32:19,0.8767958409212785
2025-09-19 08:32:20,0.8761295362360155
2025-09-19 08:32:21,0.8765092044497299
2025-09-19 08:32:22,0.875636459517849
2025-09-19 08:32:23,0.8748728957833803
2025-09-19 08:32:24,0.8740915769930699
2025-09-19 08:32:25,0.8743487286346203
